#gid	GOTERM_BP_FAT	GOTERM_CC_FAT	GOTERM_MF_FAT	INTERPRO	KEGG_PATHWAY
ENSG00000168398	GO:0009611~response to wounding;GO:0042981~regulation of apoptosis;GO:0051174~regulation of phosphorus metabolic process;GO:0006873~cellular ion homeostasis;GO:0043067~regulation of programmed cell death;GO:0006874~cellular calcium ion homeostasis;GO:0050801~ion homeostasis;GO:0030003~cellular cation homeostasis;GO:0019725~cellular homeostasis;GO:0055080~cation homeostasis;GO:0055065~metal ion homeostasis;GO:0055066~di-, tri-valent inorganic cation homeostasis;GO:0043066~negative regulation of apoptosis;GO:0030005~cellular di-, tri-valent inorganic cation homeostasis;GO:0003013~circulatory system process;GO:0042592~homeostatic process;GO:0008285~negative regulation of cell proliferation;GO:0060548~negative regulation of cell death;GO:0043069~negative regulation of programmed cell death;GO:0042325~regulation of phosphorylation;GO:0006952~defense response;GO:0006954~inflammatory response;GO:0006875~cellular metal ion homeostasis;GO:0055074~calcium ion homeostasis;GO:0008015~blood circulation;GO:0055082~cellular chemical homeostasis;GO:0009628~response to abiotic stimulus;GO:0007204~elevation of cytosolic calcium ion concentration;GO:0048878~chemical homeostasis;GO:0019220~regulation of phosphate metabolic process;GO:0010941~regulation of cell death;GO:0042127~regulation of cell proliferation	GO:0005886~plasma membrane;GO:0031226~intrinsic to plasma membrane;GO:0005887~integral to plasma membrane;GO:0044459~plasma membrane part	GO:0046983~protein dimerization activity;GO:0008528~peptide receptor activity, G-protein coupled;GO:0042277~peptide binding;GO:0001653~peptide receptor activity	NA	hsa04610:Complement and coagulation cascades
ENSG00000198211	GO:0009314~response to radiation;GO:0009628~response to abiotic stimulus;GO:0022403~cell cycle phase;GO:0009411~response to UV;GO:0051258~protein polymerization	GO:0005886~plasma membrane;GO:0031226~intrinsic to plasma membrane;GO:0005887~integral to plasma membrane;GO:0044459~plasma membrane part	GO:0008528~peptide receptor activity, G-protein coupled;GO:0042277~peptide binding;GO:0001653~peptide receptor activity	NA	NA
ENSG00000136810	GO:0019725~cellular homeostasis;GO:0006928~cell motion;GO:0042592~homeostatic process;GO:0008283~cell proliferation	NA	NA	NA	NA
ENSG00000056998	GO:0016051~carbohydrate biosynthetic process;GO:0000271~polysaccharide biosynthetic process;GO:0034637~cellular carbohydrate biosynthetic process	GO:0005625~soluble fraction	GO:0035251~UDP-glucosyltransferase activity;GO:0046527~glucosyltransferase activity	NA	NA
ENSG00000108691	GO:0009314~response to radiation;GO:0009611~response to wounding;GO:0001666~response to hypoxia;GO:0050801~ion homeostasis;GO:0030003~cellular cation homeostasis;GO:0019725~cellular homeostasis;GO:0055065~metal ion homeostasis;GO:0051240~positive regulation of multicellular organismal process;GO:0042592~homeostatic process;GO:0009991~response to extracellular stimulus;GO:0060548~negative regulation of cell death;GO:0070482~response to oxygen levels;GO:0048545~response to steroid hormone stimulus;GO:0006959~humoral immune response;GO:0006935~chemotaxis;GO:0055074~calcium ion homeostasis;GO:0048870~cell motility;GO:0010212~response to ionizing radiation;GO:0007584~response to nutrient;GO:0055082~cellular chemical homeostasis;GO:0048878~chemical homeostasis;GO:0031099~regeneration;GO:0042493~response to drug;GO:0048246~macrophage chemotaxis;GO:0007626~locomotory behavior;GO:0006955~immune response;GO:0042981~regulation of apoptosis;GO:0060326~cell chemotaxis;GO:0030595~leukocyte chemotaxis;GO:0006873~cellular ion homeostasis;GO:0043067~regulation of programmed cell death;GO:0008284~positive regulation of cell proliferation;GO:0006874~cellular calcium ion homeostasis;GO:0007155~cell adhesion;GO:0055080~cation homeostasis;GO:0055066~di-, tri-valent inorganic cation homeostasis;GO:0043066~negative regulation of apoptosis;GO:0030005~cellular di-, tri-valent inorganic cation homeostasis;GO:0033273~response to vitamin;GO:0031667~response to nutrient levels;GO:0043069~negative regulation of programmed cell death;GO:0010033~response to organic substance;GO:0050900~leukocyte migration;GO:0042330~taxis;GO:0051674~localization of cell;GO:0051384~response to glucocorticoid stimulus;GO:0006928~cell motion;GO:0006952~defense response;GO:0032496~response to lipopolysaccharide;GO:0009617~response to bacterium;GO:0032570~response to progesterone stimulus;GO:0006954~inflammatory response;GO:0006875~cellular metal ion homeostasis;GO:0009725~response to hormone stimulus;GO:0009628~response to abiotic stimulus;GO:0031100~organ regeneration;GO:0010941~regulation of cell death;GO:0016477~cell migration;GO:0002548~monocyte chemotaxis;GO:0031960~response to corticosteroid stimulus;GO:0002237~response to molecule of bacterial origin;GO:0009719~response to endogenous stimulus;GO:0042127~regulation of cell proliferation;GO:0022610~biological adhesion	GO:0005615~extracellular space;GO:0005576~extracellular region;GO:0044421~extracellular region part	GO:0030246~carbohydrate binding;GO:0005539~glycosaminoglycan binding;GO:0008201~heparin binding;GO:0030247~polysaccharide binding;GO:0001871~pattern binding	NA	hsa04060:Cytokine-cytokine receptor interaction
ENSG00000148841	NA	GO:0005886~plasma membrane	NA	NA	NA
ENSG00000137809	GO:0007155~cell adhesion;GO:0006929~substrate-bound cell migration;GO:0007517~muscle organ development;GO:0051674~localization of cell;GO:0016477~cell migration;GO:0006928~cell motion;GO:0048870~cell motility;GO:0022610~biological adhesion	GO:0005886~plasma membrane;GO:0031226~intrinsic to plasma membrane;GO:0005887~integral to plasma membrane;GO:0044459~plasma membrane part	GO:0005518~collagen binding;GO:0005509~calcium ion binding	NA	hsa04512:ECM-receptor interaction
ENSG00000054967	NA	GO:0005886~plasma membrane	NA	NA	hsa04060:Cytokine-cytokine receptor interaction
ENSG00000103489	GO:0016051~carbohydrate biosynthetic process;GO:0009628~response to abiotic stimulus;GO:0000271~polysaccharide biosynthetic process	GO:0005576~extracellular region	GO:0016763~transferase activity, transferring pentosyl groups	NA	NA
ENSG00000114739	GO:0045859~regulation of protein kinase activity;GO:0010033~response to organic substance;GO:0042325~regulation of phosphorylation;GO:0051347~positive regulation of transferase activity;GO:0051174~regulation of phosphorus metabolic process;GO:0009791~post-embryonic development;GO:0045860~positive regulation of protein kinase activity;GO:0051338~regulation of transferase activity;GO:0043085~positive regulation of catalytic activity;GO:0045597~positive regulation of cell differentiation;GO:0019220~regulation of phosphate metabolic process;GO:0048705~skeletal system morphogenesis;GO:0001501~skeletal system development;GO:0051240~positive regulation of multicellular organismal process;GO:0045669~positive regulation of osteoblast differentiation;GO:0044093~positive regulation of molecular function;GO:0043549~regulation of kinase activity;GO:0051094~positive regulation of developmental process;GO:0033674~positive regulation of kinase activity	GO:0005886~plasma membrane;GO:0031226~intrinsic to plasma membrane;GO:0005887~integral to plasma membrane;GO:0009986~cell surface;GO:0044459~plasma membrane part	GO:0032403~protein complex binding;GO:0019838~growth factor binding	NA	hsa04060:Cytokine-cytokine receptor interaction
ENSG00000142634	NA	GO:0045121~membrane raft	GO:0005509~calcium ion binding	NA	NA
ENSG00000154277	GO:0007626~locomotory behavior;GO:0008283~cell proliferation	GO:0005730~nucleolus	NA	NA	NA
ENSG00000111424	GO:0042981~regulation of apoptosis;GO:0006873~cellular ion homeostasis;GO:0043065~positive regulation of apoptosis;GO:0043067~regulation of programmed cell death;GO:0006874~cellular calcium ion homeostasis;GO:0050801~ion homeostasis;GO:0030003~cellular cation homeostasis;GO:0001893~maternal placenta development;GO:0019725~cellular homeostasis;GO:0055080~cation homeostasis;GO:0055065~metal ion homeostasis;GO:0055066~di-, tri-valent inorganic cation homeostasis;GO:0031668~cellular response to extracellular stimulus;GO:0030005~cellular di-, tri-valent inorganic cation homeostasis;GO:0001501~skeletal system development;GO:0033273~response to vitamin;GO:0031667~response to nutrient levels;GO:0042592~homeostatic process;GO:0008285~negative regulation of cell proliferation;GO:0009991~response to extracellular stimulus;GO:0001890~placenta development;GO:0007565~female pregnancy;GO:0043085~positive regulation of catalytic activity;GO:0010942~positive regulation of cell death;GO:0006875~cellular metal ion homeostasis;GO:0055074~calcium ion homeostasis;GO:0007584~response to nutrient;GO:0051353~positive regulation of oxidoreductase activity;GO:0055082~cellular chemical homeostasis;GO:0048878~chemical homeostasis;GO:0043068~positive regulation of programmed cell death;GO:0010941~regulation of cell death;GO:0046697~decidualization;GO:0044093~positive regulation of molecular function;GO:0042127~regulation of cell proliferation	NA	GO:0003700~transcription factor activity;GO:0043565~sequence-specific DNA binding	NA	NA
ENSG00000114854	GO:0008015~blood circulation;GO:0003013~circulatory system process;GO:0007517~muscle organ development	GO:0030016~myofibril	GO:0046983~protein dimerization activity;GO:0042803~protein homodimerization activity;GO:0005509~calcium ion binding	NA	NA
ENSG00000162706	GO:0007155~cell adhesion;GO:0007157~heterophilic cell adhesion;GO:0022610~biological adhesion	GO:0005886~plasma membrane;GO:0044459~plasma membrane part	GO:0046983~protein dimerization activity;GO:0042803~protein homodimerization activity;GO:0005509~calcium ion binding	IPR013783:Immunoglobulin-like fold;IPR003599:Immunoglobulin subtype	NA
ENSG00000154175	NA	NA	NA	IPR008957:Fibronectin, type III-like fold;IPR003961:Fibronectin, type III	NA
ENSG00000113070	GO:0051270~regulation of cell motion;GO:0040017~positive regulation of locomotion;GO:0009611~response to wounding;GO:0030334~regulation of cell migration;GO:0051272~positive regulation of cell motion;GO:0051674~localization of cell;GO:0045793~positive regulation of cell size;GO:0030335~positive regulation of cell migration;GO:0006928~cell motion;GO:0008361~regulation of cell size;GO:0048870~cell motility;GO:0008284~positive regulation of cell proliferation;GO:0030307~positive regulation of cell growth;GO:0007517~muscle organ development;GO:0040012~regulation of locomotion;GO:0016477~cell migration;GO:0032535~regulation of cellular component size;GO:0040008~regulation of growth;GO:0042060~wound healing;GO:0048660~regulation of smooth muscle cell proliferation;GO:0001558~regulation of cell growth;GO:0042127~regulation of cell proliferation	GO:0005887~integral to plasma membrane;GO:0005576~extracellular region;GO:0044459~plasma membrane part;GO:0005615~extracellular space;GO:0031226~intrinsic to plasma membrane;GO:0005886~plasma membrane;GO:0044421~extracellular region part;GO:0009986~cell surface	GO:0030246~carbohydrate binding;GO:0008083~growth factor activity;GO:0005539~glycosaminoglycan binding;GO:0008201~heparin binding;GO:0030247~polysaccharide binding;GO:0001871~pattern binding	IPR013032:EGF-like region, conserved site;IPR006210:EGF-like;IPR006209:EGF;IPR000742:EGF-like, type 3	hsa04012:ErbB signaling pathway
ENSG00000122863	GO:0051270~regulation of cell motion;GO:0031099~regeneration;GO:0016051~carbohydrate biosynthetic process;GO:0000271~polysaccharide biosynthetic process;GO:0009611~response to wounding;GO:0051272~positive regulation of cell motion	NA	NA	NA	NA
ENSG00000149485	GO:0007584~response to nutrient;GO:0010033~response to organic substance;GO:0009725~response to hormone stimulus;GO:0033189~response to vitamin A;GO:0046394~carboxylic acid biosynthetic process;GO:0031668~cellular response to extracellular stimulus;GO:0016053~organic acid biosynthetic process;GO:0033273~response to vitamin;GO:0031667~response to nutrient levels;GO:0006690~icosanoid metabolic process;GO:0014070~response to organic cyclic substance;GO:0009719~response to endogenous stimulus;GO:0009991~response to extracellular stimulus	NA	NA	NA	NA
ENSG00000134324	GO:0010033~response to organic substance;GO:0030036~actin cytoskeleton organization;GO:0030029~actin filament-based process;GO:0007010~cytoskeleton organization;GO:0009725~response to hormone stimulus;GO:0009719~response to endogenous stimulus	NA	NA	NA	NA
ENSG00000117479	NA	GO:0005886~plasma membrane	NA	NA	NA
ENSG00000154096	GO:0051270~regulation of cell motion;GO:0031344~regulation of cell projection organization;GO:0022604~regulation of cell morphogenesis;GO:0030334~regulation of cell migration;GO:0006469~negative regulation of protein kinase activity;GO:0001944~vasculature development;GO:0050865~regulation of cell activation;GO:0051174~regulation of phosphorus metabolic process;GO:0051338~regulation of transferase activity;GO:0033673~negative regulation of kinase activity;GO:0001568~blood vessel development;GO:0007155~cell adhesion;GO:0001525~angiogenesis;GO:0048514~blood vessel morphogenesis;GO:0040013~negative regulation of locomotion;GO:0030336~negative regulation of cell migration;GO:0009968~negative regulation of signal transduction;GO:0045859~regulation of protein kinase activity;GO:0007010~cytoskeleton organization;GO:0051348~negative regulation of transferase activity;GO:0042325~regulation of phosphorylation;GO:0043085~positive regulation of catalytic activity;GO:0050867~positive regulation of cell activation;GO:0051271~negative regulation of cell motion;GO:0045596~negative regulation of cell differentiation;GO:0019220~regulation of phosphate metabolic process;GO:0040012~regulation of locomotion;GO:0044093~positive regulation of molecular function;GO:0034329~cell junction assembly;GO:0043549~regulation of kinase activity;GO:0022610~biological adhesion;GO:0002684~positive regulation of immune system process	GO:0005886~plasma membrane;GO:0031226~intrinsic to plasma membrane;GO:0005887~integral to plasma membrane;GO:0009986~cell surface;GO:0045121~membrane raft;GO:0044459~plasma membrane part	GO:0032403~protein complex binding;GO:0005178~integrin binding	IPR003599:Immunoglobulin subtype	NA
ENSG00000186472	GO:0007010~cytoskeleton organization	GO:0005886~plasma membrane;GO:0031982~vesicle;GO:0031410~cytoplasmic vesicle;GO:0031988~membrane-bounded vesicle;GO:0016023~cytoplasmic membrane-bounded vesicle;GO:0044459~plasma membrane part	GO:0005509~calcium ion binding	NA	NA
ENSG00000119514	NA	NA	GO:0030246~carbohydrate binding;GO:0005509~calcium ion binding	IPR001173:Glycosyl transferase, family 2	NA
ENSG00000075426	GO:0008284~positive regulation of cell proliferation;GO:0008219~cell death;GO:0048146~positive regulation of fibroblast proliferation;GO:0016265~death;GO:0042127~regulation of cell proliferation	GO:0005730~nucleolus	GO:0046983~protein dimerization activity;GO:0003700~transcription factor activity;GO:0043565~sequence-specific DNA binding	IPR004827:Basic-leucine zipper (bZIP) transcription factor;IPR011616:bZIP transcription factor, bZIP-1;IPR000837:Fos transforming protein	NA
ENSG00000173559	GO:0010212~response to ionizing radiation;GO:0051726~regulation of cell cycle;GO:0009314~response to radiation;GO:0009628~response to abiotic stimulus	NA	NA	NA	NA
ENSG00000130164	GO:0010033~response to organic substance;GO:0009725~response to hormone stimulus;GO:0043627~response to estrogen stimulus;GO:0048545~response to steroid hormone stimulus;GO:0048878~chemical homeostasis;GO:0034381~lipoprotein particle clearance;GO:0042592~homeostatic process;GO:0034383~low-density lipoprotein particle clearance;GO:0009719~response to endogenous stimulus	GO:0034358~plasma lipoprotein particle;GO:0031982~vesicle;GO:0005887~integral to plasma membrane;GO:0031410~cytoplasmic vesicle;GO:0045121~membrane raft;GO:0044433~cytoplasmic vesicle part;GO:0031988~membrane-bounded vesicle;GO:0005576~extracellular region;GO:0044459~plasma membrane part;GO:0005615~extracellular space;GO:0031226~intrinsic to plasma membrane;GO:0005886~plasma membrane;GO:0044421~extracellular region part;GO:0016023~cytoplasmic membrane-bounded vesicle;GO:0032994~protein-lipid complex	GO:0005509~calcium ion binding	IPR018097:EGF-like calcium-binding, conserved site;IPR013032:EGF-like region, conserved site;IPR006210:EGF-like;IPR006209:EGF;IPR013091:EGF calcium-binding;IPR001881:EGF-like calcium-binding;IPR000742:EGF-like, type 3	NA
ENSG00000144655	GO:0060325~face morphogenesis;GO:0045944~positive regulation of transcription from RNA polymerase II promoter;GO:0012501~programmed cell death;GO:0060323~head morphogenesis;GO:0048705~skeletal system morphogenesis;GO:0001501~skeletal system development;GO:0008219~cell death;GO:0009791~post-embryonic development;GO:0006915~apoptosis;GO:0060324~face development;GO:0016265~death	NA	GO:0003700~transcription factor activity	NA	NA
ENSG00000074410	NA	GO:0005886~plasma membrane	NA	NA	NA
ENSG00000081041	GO:0006952~defense response;GO:0007626~locomotory behavior;GO:0006955~immune response;GO:0009611~response to wounding;GO:0042330~taxis;GO:0006935~chemotaxis;GO:0006954~inflammatory response	GO:0005615~extracellular space;GO:0005625~soluble fraction;GO:0005576~extracellular region;GO:0044421~extracellular region part	NA	NA	hsa04060:Cytokine-cytokine receptor interaction
ENSG00000140538	GO:0045773~positive regulation of axon extension;GO:0030307~positive regulation of cell growth;GO:0031344~regulation of cell projection organization;GO:0032103~positive regulation of response to external stimulus;GO:0022604~regulation of cell morphogenesis;GO:0032535~regulation of cellular component size;GO:0045793~positive regulation of cell size;GO:0040008~regulation of growth;GO:0032101~regulation of response to external stimulus;GO:0031346~positive regulation of cell projection organization;GO:0001558~regulation of cell growth;GO:0008361~regulation of cell size;GO:0045597~positive regulation of cell differentiation;GO:0051094~positive regulation of developmental process	GO:0005886~plasma membrane;GO:0031226~intrinsic to plasma membrane;GO:0005887~integral to plasma membrane;GO:0044459~plasma membrane part	GO:0019838~growth factor binding	IPR013783:Immunoglobulin-like fold;IPR003599:Immunoglobulin subtype	NA
ENSG00000182963	GO:0001944~vasculature development;GO:0034329~cell junction assembly;GO:0048514~blood vessel morphogenesis;GO:0007517~muscle organ development;GO:0001568~blood vessel development	GO:0005886~plasma membrane;GO:0044459~plasma membrane part	NA	NA	NA
ENSG00000140961	GO:0032535~regulation of cellular component size;GO:0040008~regulation of growth;GO:0008361~regulation of cell size;GO:0001558~regulation of cell growth	NA	GO:0008083~growth factor activity	NA	NA
ENSG00000034152	GO:0045859~regulation of protein kinase activity;GO:0009611~response to wounding;GO:0042325~regulation of phosphorylation;GO:0051347~positive regulation of transferase activity;GO:0001817~regulation of cytokine production;GO:0006952~defense response;GO:0051174~regulation of phosphorus metabolic process;GO:0045860~positive regulation of protein kinase activity;GO:0051338~regulation of transferase activity;GO:0043085~positive regulation of catalytic activity;GO:0006954~inflammatory response;GO:0008015~blood circulation;GO:0019220~regulation of phosphate metabolic process;GO:0003013~circulatory system process;GO:0044093~positive regulation of molecular function;GO:0043549~regulation of kinase activity;GO:0033674~positive regulation of kinase activity	NA	NA	NA	hsa04010:MAPK signaling pathway
ENSG00000099954	GO:0030262~apoptotic nuclear changes;GO:0007010~cytoskeleton organization;GO:0012501~programmed cell death;GO:0008219~cell death;GO:0006915~apoptosis;GO:0016265~death	NA	NA	NA	NA
ENSG00000115758	GO:0008284~positive regulation of cell proliferation;GO:0042127~regulation of cell proliferation	NA	NA	NA	NA
ENSG00000167772	GO:0001525~angiogenesis;GO:0043066~negative regulation of apoptosis;GO:0048514~blood vessel morphogenesis;GO:0045766~positive regulation of angiogenesis;GO:0042981~regulation of apoptosis;GO:0045765~regulation of angiogenesis;GO:0010941~regulation of cell death;GO:0001944~vasculature development;GO:0001666~response to hypoxia;GO:0043067~regulation of programmed cell death;GO:0060548~negative regulation of cell death;GO:0070482~response to oxygen levels;GO:0051094~positive regulation of developmental process;GO:0043069~negative regulation of programmed cell death;GO:0001568~blood vessel development	GO:0005615~extracellular space;GO:0031012~extracellular matrix;GO:0005578~proteinaceous extracellular matrix;GO:0005576~extracellular region;GO:0044421~extracellular region part	NA	NA	NA
ENSG00000134107	NA	NA	GO:0003700~transcription factor activity	NA	NA
ENSG00000128342	GO:0045944~positive regulation of transcription from RNA polymerase II promoter;GO:0048864~stem cell development;GO:0001890~placenta development;GO:0019827~stem cell maintenance;GO:0006955~immune response;GO:0042325~regulation of phosphorylation;GO:0051174~regulation of phosphorus metabolic process;GO:0007565~female pregnancy;GO:0045597~positive regulation of cell differentiation;GO:0008284~positive regulation of cell proliferation;GO:0001893~maternal placenta development;GO:0051726~regulation of cell cycle;GO:0045596~negative regulation of cell differentiation;GO:0019220~regulation of phosphate metabolic process;GO:0031100~organ regeneration;GO:0007517~muscle organ development;GO:0031099~regeneration;GO:0046697~decidualization;GO:0042127~regulation of cell proliferation;GO:0051094~positive regulation of developmental process	GO:0005615~extracellular space;GO:0005576~extracellular region;GO:0044421~extracellular region part	GO:0008083~growth factor activity	NA	hsa04060:Cytokine-cytokine receptor interaction
ENSG00000103257	NA	GO:0005886~plasma membrane	GO:0042277~peptide binding	NA	NA
ENSG00000181374	GO:0007626~locomotory behavior;GO:0006955~immune response;GO:0009611~response to wounding;GO:0042330~taxis;GO:0006935~chemotaxis;GO:0006952~defense response;GO:0006873~cellular ion homeostasis;GO:0055074~calcium ion homeostasis;GO:0006875~cellular metal ion homeostasis;GO:0006954~inflammatory response;GO:0006874~cellular calcium ion homeostasis;GO:0030003~cellular cation homeostasis;GO:0050801~ion homeostasis;GO:0055080~cation homeostasis;GO:0019725~cellular homeostasis;GO:0055082~cellular chemical homeostasis;GO:0055065~metal ion homeostasis;GO:0055066~di-, tri-valent inorganic cation homeostasis;GO:0030005~cellular di-, tri-valent inorganic cation homeostasis;GO:0048878~chemical homeostasis;GO:0042592~homeostatic process	GO:0005615~extracellular space;GO:0005576~extracellular region;GO:0044421~extracellular region part	NA	NA	hsa04060:Cytokine-cytokine receptor interaction
ENSG00000206478	GO:0012501~programmed cell death;GO:0043066~negative regulation of apoptosis;GO:0042981~regulation of apoptosis;GO:0010941~regulation of cell death;GO:0008219~cell death;GO:0006915~apoptosis;GO:0016265~death;GO:0043067~regulation of programmed cell death;GO:0060548~negative regulation of cell death;GO:0043069~negative regulation of programmed cell death	NA	NA	NA	NA
ENSG00000118785	GO:0010033~response to organic substance;GO:0031344~regulation of cell projection organization;GO:0001890~placenta development;GO:0022604~regulation of cell morphogenesis;GO:0048545~response to steroid hormone stimulus;GO:0009611~response to wounding;GO:0006952~defense response;GO:0007565~female pregnancy;GO:0008361~regulation of cell size;GO:0006954~inflammatory response;GO:0007584~response to nutrient;GO:0001893~maternal placenta development;GO:0009725~response to hormone stimulus;GO:0007155~cell adhesion;GO:0045596~negative regulation of cell differentiation;GO:0032535~regulation of cellular component size;GO:0033273~response to vitamin;GO:0046697~decidualization;GO:0001501~skeletal system development;GO:0031667~response to nutrient levels;GO:0040008~regulation of growth;GO:0051240~positive regulation of multicellular organismal process;GO:0032101~regulation of response to external stimulus;GO:0009719~response to endogenous stimulus;GO:0001558~regulation of cell growth;GO:0009991~response to extracellular stimulus;GO:0022610~biological adhesion	GO:0005615~extracellular space;GO:0031982~vesicle;GO:0031988~membrane-bounded vesicle;GO:0005576~extracellular region;GO:0044421~extracellular region part	NA	NA	hsa04512:ECM-receptor interaction
ENSG00000198734	GO:0008015~blood circulation;GO:0007599~hemostasis;GO:0007155~cell adhesion;GO:0009611~response to wounding;GO:0050878~regulation of body fluid levels;GO:0042060~wound healing;GO:0003013~circulatory system process;GO:0050817~coagulation;GO:0022610~biological adhesion;GO:0007596~blood coagulation	GO:0031093~platelet alpha granule lumen;GO:0031982~vesicle;GO:0030141~secretory granule;GO:0031410~cytoplasmic vesicle;GO:0044433~cytoplasmic vesicle part;GO:0031988~membrane-bounded vesicle;GO:0005576~extracellular region;GO:0031091~platelet alpha granule;GO:0031983~vesicle lumen;GO:0005615~extracellular space;GO:0005886~plasma membrane;GO:0044421~extracellular region part;GO:0016023~cytoplasmic membrane-bounded vesicle;GO:0060205~cytoplasmic membrane-bounded vesicle lumen	GO:0005509~calcium ion binding	NA	hsa04610:Complement and coagulation cascades
ENSG00000132530	GO:0012501~programmed cell death;GO:0008219~cell death;GO:0006915~apoptosis;GO:0016265~death	NA	NA	NA	NA
ENSG00000013588	NA	GO:0005886~plasma membrane;GO:0031226~intrinsic to plasma membrane;GO:0031982~vesicle;GO:0005887~integral to plasma membrane;GO:0031410~cytoplasmic vesicle;GO:0044459~plasma membrane part	NA	NA	NA
ENSG00000122862	GO:0012501~programmed cell death;GO:0008219~cell death;GO:0001817~regulation of cytokine production;GO:0006915~apoptosis;GO:0016265~death	GO:0031093~platelet alpha granule lumen;GO:0031982~vesicle;GO:0030141~secretory granule;GO:0031410~cytoplasmic vesicle;GO:0044433~cytoplasmic vesicle part;GO:0031988~membrane-bounded vesicle;GO:0005576~extracellular region;GO:0031091~platelet alpha granule;GO:0031983~vesicle lumen;GO:0005615~extracellular space;GO:0044421~extracellular region part;GO:0016023~cytoplasmic membrane-bounded vesicle;GO:0060205~cytoplasmic membrane-bounded vesicle lumen	NA	NA	NA
ENSG00000158458	NA	GO:0005886~plasma membrane;GO:0005576~extracellular region	GO:0008083~growth factor activity	IPR013032:EGF-like region, conserved site;IPR006210:EGF-like;IPR006209:EGF;IPR013783:Immunoglobulin-like fold;IPR000742:EGF-like, type 3	hsa04012:ErbB signaling pathway
ENSG00000151014	GO:0048511~rhythmic process	NA	GO:0003700~transcription factor activity	NA	NA
ENSG00000173334	GO:0045859~regulation of protein kinase activity;GO:0051270~regulation of cell motion;GO:0010033~response to organic substance;GO:0051348~negative regulation of transferase activity;GO:0030334~regulation of cell migration;GO:0042325~regulation of phosphorylation;GO:0006469~negative regulation of protein kinase activity;GO:0051174~regulation of phosphorus metabolic process;GO:0051338~regulation of transferase activity;GO:0009617~response to bacterium;GO:0032496~response to lipopolysaccharide;GO:0033673~negative regulation of kinase activity;GO:0051271~negative regulation of cell motion;GO:0019220~regulation of phosphate metabolic process;GO:0040013~negative regulation of locomotion;GO:0030336~negative regulation of cell migration;GO:0040012~regulation of locomotion;GO:0008285~negative regulation of cell proliferation;GO:0002237~response to molecule of bacterial origin;GO:0048660~regulation of smooth muscle cell proliferation;GO:0042127~regulation of cell proliferation;GO:0043549~regulation of kinase activity;GO:0009968~negative regulation of signal transduction	NA	NA	NA	NA
ENSG00000108511	GO:0001501~skeletal system development;GO:0048568~embryonic organ development;GO:0042592~homeostatic process;GO:0048705~skeletal system morphogenesis	NA	GO:0003700~transcription factor activity;GO:0043565~sequence-specific DNA binding	NA	NA
ENSG00000196352	GO:0002443~leukocyte mediated immunity;GO:0002252~immune effector process;GO:0006955~immune response;GO:0009611~response to wounding;GO:0006959~humoral immune response;GO:0002250~adaptive immune response;GO:0006952~defense response;GO:0006873~cellular ion homeostasis;GO:0002526~acute inflammatory response;GO:0055074~calcium ion homeostasis;GO:0006875~cellular metal ion homeostasis;GO:0006954~inflammatory response;GO:0006874~cellular calcium ion homeostasis;GO:0030003~cellular cation homeostasis;GO:0050801~ion homeostasis;GO:0055080~cation homeostasis;GO:0019725~cellular homeostasis;GO:0007204~elevation of cytosolic calcium ion concentration;GO:0055082~cellular chemical homeostasis;GO:0055065~metal ion homeostasis;GO:0055066~di-, tri-valent inorganic cation homeostasis;GO:0030005~cellular di-, tri-valent inorganic cation homeostasis;GO:0048878~chemical homeostasis;GO:0042592~homeostatic process;GO:0045087~innate immune response;GO:0002460~adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains;GO:0002684~positive regulation of immune system process	GO:0005886~plasma membrane;GO:0031226~intrinsic to plasma membrane;GO:0005887~integral to plasma membrane;GO:0045121~membrane raft;GO:0005625~soluble fraction;GO:0044459~plasma membrane part	NA	IPR000436:Sushi/SCR/CCP;IPR016060:Complement control module	hsa04610:Complement and coagulation cascades;hsa04640:Hematopoietic cell lineage
ENSG00000178726	GO:0010212~response to ionizing radiation;GO:0010033~response to organic substance;GO:0009314~response to radiation;GO:0007599~hemostasis;GO:0009628~response to abiotic stimulus;GO:0051591~response to cAMP;GO:0009611~response to wounding;GO:0050878~regulation of body fluid levels;GO:0042060~wound healing;GO:0007565~female pregnancy;GO:0050817~coagulation;GO:0002237~response to molecule of bacterial origin;GO:0009617~response to bacterium;GO:0032496~response to lipopolysaccharide;GO:0007596~blood coagulation	GO:0005886~plasma membrane;GO:0031226~intrinsic to plasma membrane;GO:0005615~extracellular space;GO:0005887~integral to plasma membrane;GO:0005576~extracellular region;GO:0044421~extracellular region part;GO:0044459~plasma membrane part	GO:0005509~calcium ion binding	IPR006210:EGF-like;IPR016186:C-type lectin-like;IPR001881:EGF-like calcium-binding;IPR000742:EGF-like, type 3;IPR013032:EGF-like region, conserved site;IPR018097:EGF-like calcium-binding, conserved site;IPR006209:EGF;IPR001304:C-type lectin;IPR013091:EGF calcium-binding	hsa04610:Complement and coagulation cascades
ENSG00000198576	NA	GO:0005886~plasma membrane;GO:0031982~vesicle;GO:0030141~secretory granule;GO:0031410~cytoplasmic vesicle;GO:0031988~membrane-bounded vesicle;GO:0016023~cytoplasmic membrane-bounded vesicle;GO:0044459~plasma membrane part	NA	NA	NA
ENSG00000138356	GO:0006952~defense response;GO:0009611~response to wounding;GO:0006954~inflammatory response	NA	NA	NA	hsa00760:Nicotinate and nicotinamide metabolism
